s.no,topic,title,url,labels,upvotes
1,Android Development,The Complete Android N Developer Course,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/complete-android-n-developer-course/,"['Paid', 'Video', 'Beginner', 'Android 7 — Nougat']",100
2,Android Development,Android Material Design Tutorial,https://www.youtube.com/playlist?list=PLonJJ3BVjZW6CtAMbJz1XD8ELUs1KXaTD,"['Free', 'Video']",50
3,Android Development,Android Development for Beginners,https://www.udacity.com/course/android-development-for-beginners--ud837,"['Free', 'Video', 'Beginner']",49
4,Android Development,Training for Android developers,https://developer.android.com/training/index.html,['Free'],36
5,Android Development,Tutorials about development for Android,http://www.vogella.com/tutorials/android.html,['Free'],26
6,Android Development,Android Tutorial for Beginners,https://www.youtube.com/playlist?list=PLonJJ3BVjZW6hYgvtkaWvwAVvOFB7fkLa,"['Free', 'Video']",22
7,Intro to Programming,Web Development Tutorials For Beginners,https://www.youtube.com/playlist?list=PLoYCgNOIyGAB_8_iq1cL8MVeun7cB6eNc,"['Free', 'Video']",14
8,Intro to Programming,Web Development 101,https://www.theodinproject.com/courses/web-development-101,"['Free', 'Beginner']",8
9,Intro to Programming,Introduction to Computer Science using Java,http://chortle.ccsu.edu/java5/index.html,"['Free', 'Book', 'Beginner', 'Java']",7
10,Intro to Programming,The Complete Web Developer Course 2.0,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/the-complete-web-developer-course-2,"['Paid', 'Video', 'Beginner']",7
11,Intro to Programming,Programming for Beginners,http://paqmind.com/courses/programming-beginner,"['Free', 'Beginner']",6
12,Alexa Skills Kit,Building Alexa Skills from Scratch,https://www.youtube.com/playlist?list=PL2KJmkHeYQTNwlZqLh_ptZhSNZf93e8Sp,"['Free', 'Video', 'Beginner']",2
13,Alexa Skills Kit,Learn to Build Amazon Alexa Skills & Converse with Machines,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/build-your-rad-personal-assistant-with-amazon-alexa-custom-skills/,"['Paid', 'Video', 'Beginner']",1
14,Alexa Skills Kit,Developing Alexa Skills,https://www.youtube.com/playlist?list=PL2KJmkHeYQTO6ci5KF08mvHYdAZu2jgkJ,"['Free', 'Video']",1
15,Alexa Skills Kit,Developing Alexa Skills for Amazon Echo,https://www.pluralsight.com/courses/amazon-echo-developing-alexa-skills,"['Paid', 'Video', 'Beginner']",0
16,Adonis Js,Getting Started With AdonisJS 4.0,https://www.youtube.com/playlist?list=PLillGF-RfqbY6wY9yZjCpSMzvhn-icuG6,"['Free', 'Video', 'Beginner']",5
17,Adonis Js,Adonis 4: From Scratch to Saas,https://www.bahdcasts.com/course/adonis-4-from-scratch-to-saas,"['Free', 'Video', 'Beginner']",3
18,Adonis Js,Node - Javascript Fullstack Developer Bootcamp,https://codingphase.teachable.com/p/node-adonis-js-javascript-fullstack-course,"['Paid', 'Video', 'Beginner']",2
19,Adonis Js,Build a Forum With AdonisJS,https://www.codecourse.com/lessons/build-a-forum-with-adonis-js,"['Paid', 'Exercises/Practice-programs', 'Video', 'Advanced']",0
20,Intro to Programming,CS50's Web Programming with Python and JavaScript,https://www.youtube.com/playlist?list=PLhQjrBD2T382hIW-IsOVuXP1uMzEvmcE5,"['Free', 'Video', 'Beginner', 'Python']",0
21,Intro to Programming,Introduction to Computer Science (CS50x) - Harvard University,http://www.awin1.com/cread.php?awinmid=6798&awinaffid=428263&p=https://www.edx.org/course/introduction-computer-science-harvardx-cs50x,"['Free', 'Video']",68
22,Intro to Programming,Introduction to Computer Science and Programming Using Python - MIT,http://www.awin1.com/cread.php?awinmid=6798&awinaffid=428263&p=https://www.edx.org/course/introduction-computer-science-mitx-6-00-1x-11,"['Free', 'Video']",27
23,Android Development,Curso de Programación Android,http://www.sgoliver.net/blog/curso-de-programacion-android/,['Free'],18
24,Android Development,Android App Development for Beginners,https://www.youtube.com/playlist?list=PL6gx4Cwl9DGBsvRxJJOzG4r4k_zLKrnxl,"['Free', 'Video', 'Beginner']",17
25,Android Development,Android O & Java - Mobile App Development | Beginning to End,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/android-app-development-with-java/,"['Paid', 'Video', 'Beginner', 'Android O']",11
26,Intro to Programming,Intro to Computer Science - Udacity,https://www.udacity.com/course/intro-to-computer-science--cs101,['Free'],6
27,Intro to Programming,Aprende Programación con Diagramas de Flujo,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/programacion-desde-cero-con-diagramas-de-flujo,"['Free', 'Video', 'Beginner']",5
28,Intro to Programming,Practice Programming Problems,https://www.interviewbit.com/courses/programming,"['Free', 'Exercises/Practice-programs', 'Beginner']",3
29,Alexa Skills Kit,Alexa Skills Development,https://qwiklabs.com/quests/19,"['Free', 'Video', 'Beginner']",0
30,Alexa Skills Kit,Comprehensive Alexa Skill Development Course,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/comprehensive-alexa-skill-development-course/,"['Paid', 'Video', 'Beginner']",4
31,Alexa Skills Kit,Build Alexa Voice Experience in 5 Minutes,https://developer.amazon.com/alexa-skills-kit/alexa-skill-quick-start-tutorial,"['Paid', 'Video', 'Beginner']",3
32,Android Development,Kotlin for Android & Java Developers: Clean Code on Android,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/kotlin-android/,"['Paid', 'Video', 'Advanced', 'Kotlin']",0
33,Android Development,Android App Development by Stanford,http://web.stanford.edu/class/cs193a/videos.shtml,"['Free', 'Video']",321
34,Angular,Angular Front To Back,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/angular-4-front-to-back/,"['Paid', 'Video']",0
35,Angular,Shaping up with AngularJS,https://www.pluralsight.com/courses/angularjs-get-started,"['Paid', 'Video', 'AngularJS']",108
36,Angular,The Complete Angular Course: Beginner to Advanced,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/the-complete-angular-master-class/,"['Paid', 'Video', 'Beginner', 'Angular 4']",69
37,Angular,AngularJS Fundamentals In 60-ish Minutes ,https://www.youtube.com/watch?v=i9MHigUZKEM,"['Free', 'Video', 'AngularJS']",32
38,Angular,Learn AngularJS,https://egghead.io/articles/new-to-angularjs-start-learning-here,"['Free', 'AngularJS']",14
39,Angular, Introduction to Angular.js in 50 Examples,https://www.youtube.com/watch?v=TRrL5j3MIvo,"['Free', 'Video']",10
40,Apache Kafka,Apache Kafka Series - Kafka Monitoring & Operations,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/kafka-monitoring-and-operations,"['Paid', 'Video', 'Advanced']",0
41,Apache Kafka,Apache Kafka Tutorial,https://www.tutorialspoint.com/apache_kafka,"['Free', 'Beginner']",1
42,Apache Kafka,Apache Kafka Official Documentation,http://kafka.apache.org/documentation.html#gettingStarted,['Free'],1
43,Apache Kafka,Apache Kafka Series - Learn Apache Kafka for Beginners v2,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/apache-kafka/,"['Paid', 'Video', 'Beginner']",1
44,Apache Kafka,Apache Kafka Series - Kafka Connect Hands-on Learning,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/kafka-connect,"['Paid', 'Video', 'Advanced']",0
45,Apache Kafka,Apache Kafka Series - Kafka Streams for Data Processing,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/kafka-streams,"['Paid', 'Video', 'Beginner']",0
46,Apache Kafka,Apache Kafka Series - Kafka Security (SSL SASL Kerberos ACL),https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/apache-kafka-security,"['Paid', 'Video', 'Advanced']",0
47,Apache Kafka,Getting Started with Apache Kafka,https://www.pluralsight.com/courses/apache-kafka-getting-started,"['Paid', 'Video', 'Beginner']",0
48,Apache Kafka,Apache Kafka for Beginners - Learn Kafka by Hands-On,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/apache-kafka-deep-dive-hands-on-using-javabuilt-in-scripts,"['Paid', 'Video', 'Beginner']",0
49,Ansible, Ansible tutorial ,https://github.com/leucos/ansible-tuto,['Free'],6
50,Ansible, Ansible Hands-On Training,https://www.youtube.com/watch?v=w8fOEEMqpOw,"['Free', 'Video']",5
51,Ansible,19 Minutes With Ansible,https://sysadmincasts.com/episodes/43-19-minutes-with-ansible-part-1-4,"['Free', 'Video']",5
52,Ansible,Ansible Quick Start,http://ryaneschinger.com/blog/ansible-quick-start/,['Free'],4
53,Ansible,DevOps - Ansible for the Absolute Beginners,https://www.skillshare.com/classes/DevOps-Ansible-for-the-Absolute-Beginners/711623258,"['Paid', 'Beginner']",3
54,Ansible,Основы Ansible,https://ru.hexlet.io/courses/ansible,"['Free', 'Beginner']",0
55,Ansible,Ansible: Installation and Basics,https://serversforhackers.com/s/ansible,"['Free', 'Video']",40
56,Ansible,An Ansible Tutorial,https://serversforhackers.com/an-ansible-tutorial,['Free'],23
57,Ansible,Mastering Ansible,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/mastering-ansible/,"['Paid', 'Video']",10
58,Angular,AngularJS Tutorial by W3Schools,http://www.w3schools.com/angular/,['Free'],9
59,Angular,Angular Crash Course,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/angular-crash-course/,"['Paid', 'Video', 'Beginner', 'Angular 4']",7
60,Angular,Learn AngularJS,http://www.learn-angular.org/,"['Free', 'AngularJS']",7
61,Apache Kafka,Apache Kafka Series - Confluent Schema Registry & REST Proxy,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/confluent-schema-registry,"['Paid', 'Video', 'Beginner']",0
62,Apache Kafka,Apache Kafka Series - Kafka Cluster Setup & Administration,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/kafka-cluster-setup,"['Paid', 'Video', 'Advanced']",0
63,Ansible,Learn How to Install Ansible and Run Playbooks,https://www.linode.com/docs/applications/configuration-management/learn-how-to-install-ansible-and-run-playbooks,"['Free', 'Beginner']",3
64,Ansible,Getting Started with Ansible,http://tomoconnor.eu/blogish/getting-started-ansible/#.VlVl7bcrLcs,['Free'],3
65,Angular,Angular Fundamentals,https://ultimateangular.com/angular-fundamentals,"['Paid', 'Video', 'Beginner', 'Angular 6']",6
66,Angular,A Better Way to Learn AngularJS,https://thinkster.io/a-better-way-to-learn-angularjs/,['Free'],6
67,ASP.NET,Введение в XNA,https://www.intuit.ru/studies/courses/504/360/info,"['Free', 'Video', 'Beginner']",0
68,ASP.NET,Getting Started with ASP.NET MVC 5 ,http://www.asp.net/mvc/overview/getting-started/introduction/getting-started,['Free'],30
69,ASP.NET,The Complete ASP.NET MVC 5 Course,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/the-complete-aspnet-mvc-5-course/,"['Paid', 'Video', 'Beginner', 'ASP.NET MVC 5']",14
70,ASP.NET,ASP.NET tutorial for beginners ,http://www.youtube.com/playlist?list=PL6n9fhu94yhXQS_p1i-HLIftB9Y7Vnxlo,"['Free', 'Video']",8
71,ASP.NET, Introduction to ASP.NET MVC,http://www.microsoftvirtualacademy.com/training-courses/introduction-to-asp-net-mvc,"['Free', 'Video']",6
72,ASP.NET,Become a Full-stack .NET Developer,https://www.pluralsight.com/courses/full-stack-dot-net-developer-fundamentals,"['Paid', 'Video', 'Advanced', 'ASP.NET MVC 5', 'Entity Framework']",5
73,Artificial Intelligence,Intro to Artificial Intelligence - Udacity,https://www.udacity.com/course/intro-to-artificial-intelligence--cs271,"['Free', 'Video']",104
74,Artificial Intelligence,MIT Open Courseware - Artificial Intelligence,https://ocw.mit.edu/courses/electrical-engineering-and-computer-science/6-034-artificial-intelligence-fall-2010/lecture-videos/,"['Free', 'Video', 'Advanced']",29
75,Artificial Intelligence,Artificial Intelligence A-Z: Learn How To Build An AI,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/artificial-intelligence-az/,"['Paid', 'Video']",23
76,Artificial Intelligence,Intro to AI — UC Berkeley CS188,http://ai.berkeley.edu/lecture_videos.html,['Free'],10
77,Artificial Intelligence,Artificial Intelligence: A Modern Approach,https://www.amazon.com/Artificial-Intelligence-Modern-Approach-3rd/dp/0136042597/?tag=hackr-20,"['Paid', 'Book']",9
78,Artificial Intelligence,Microsoft Professional Program in Artificial Intelligence,http://www.awin1.com/cread.php?awinmid=6798&awinaffid=428263&p=https://www.edx.org/microsoft-professional-program-artificial-intelligence,"['Paid', 'Video', 'Beginner']",6
79,Artificial Intelligence,Natural Language Processing in Action,https://www.manning.com/books/natural-language-processing-in-action?a_aid=hackrio,"['Paid', 'Book', 'NLP - Natural Language Processing']",3
80,Artificial Intelligence,Elements of AI,https://course.elementsofai.com,"['Free', 'Book', 'Beginner']",3
81,Artificial Intelligence,Learn the fundamentals of Artificial Intelligence,http://www.awin1.com/cread.php?awinmid=6798&awinaffid=428263&p=https://www.edx.org/course/artificial-intelligence-ai-columbiax-csmm-101x-0,"['Free', 'Video']",3
82,Artificial Intelligence,AI Programming with Python,https://udacity.com/course/ai-programming-python-nanodegree--nd089,"['Paid', 'Video', 'Advanced', 'Python']",2
83,Arduino,The Absolute Beginner's Guide to Arduino,http://forefront.io/a/beginners-guide-to-arduino/,['Free'],74
84,Arduino,Arduino Programming: From Novice to Ninja,http://www.awin1.com/cread.php?awinmid=6798&awinaffid=428263&p=https://www.edx.org/course/programming-an-object-with-arduino,"['Free', 'Video', 'Beginner']",9
85,Arduino,Arduino Lessons,https://www.youtube.com/playlist?list=PLGs0VKk2DiYx6CMdOQR_hmJ2NbB4mZQn-,"['Free', 'Video', 'Beginner']",7
86,Arduino,An Introduction to Programming the Internet of Things (IoT) Specialization,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=40328&murl=https://www.coursera.org/specializations/iot,"['Paid', 'Video', 'Beginner']",3
87,Arduino,Learning Arduino,https://www.youtube.com/playlist?list=PL8CD32146ED5CD04E,"['Free', 'Video']",3
88,Apache Spark,Machine Learning with Apache Spark ,https://learn-apache-spark.thinkific.com/collections?category=ml,"['Paid', 'Video', 'Advanced']",1
89,Apache Spark,Into to Apache Spark,https://learn-apache-spark.thinkific.com/courses/intro-to-spark,"['Paid', 'Video', 'Advanced']",1
90,Apache Spark,Apache Spark 2.0 with Scala,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/apache-spark-with-scala-hands-on-with-big-data/,"['Paid', 'Video', 'Scala']",1
91,Apache Spark,Learn Apache Spark from Scratch for Beginners,https://www.eduonix.com/courses/Software-Development/Learn-Apache-Spark-from-Scratch-for-Beginners,"['Paid', 'Video', 'Advanced']",0
92,Apache Spark,Spark Fundamentals,https://cognitiveclass.ai/courses/what-is-spark,"['Free', 'Video', 'Beginner']",0
93,Apache Spark,Spark Overview for Scala Analytics,https://cognitiveclass.ai/courses/spark-overview-scala-analytics,"['Free', 'Video', 'Beginner', 'Scala']",0
94,Arduino,Learning Embedded Systems with Arduino,https://www.iot-workshop.online,"['Free', 'Advanced']",2
95,Arduino,Learn Electronics using Arduino,http://ladyada.net/learn/arduino,"['Free', 'Exercises/Practice-programs', 'Beginner']",2
96,Arduino,Arduino Tutorials,http://www.electronicwings.com/arduino,"['Free', 'Beginner']",2
97,Arduino,The Arduino Platform and C Programming,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=40328&murl=https://www.coursera.org/learn/arduino-platform,"['Free', 'Video']",2
98,Arduino,Mastering IoT with Arduino,https://www.packtpub.com/hardware-and-creative/mastering-iot-arduino-video,"['Paid', 'Video', 'Advanced']",1
99,Apache Spark,"Apache Spark: Tips, Tricks, & Techniques",https://www.packtpub.com/application-development/apache-spark-tips-tricks-techniques-video,"['Paid', 'Video', 'Advanced']",0
100,Apache Spark,Apache Spark in Python: Beginner's Guide,https://www.datacamp.com/community/tutorials/apache-spark-python#gs.fMIIqxM,['Free'],6
101,Apache Spark,Apache Spark SQL,https://www.experfy.com/training/courses/apache-spark-sql,"['Paid', 'Video', 'Beginner']",3
102,Apache Spark,Spark and Python for Big Data with PySpark,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/spark-and-python-for-big-data-with-pyspark/,"['Paid', 'Video', 'PySpark']",0
103,Apache Spark,Spark Screencasts,https://www.youtube.com/playlist?list=PL-x35fyliRwhKT-NpTKprPW1bkbdDcTTW,"['Free', 'Video']",0
104,Artificial Intelligence,Natural Language Processing,https://www.codecademy.com/learn/natural-language-processing,"['Paid', 'Advanced', 'NLP']",0
105,AWS,Deploy Java Spring Apps Online to Amazon Cloud (AWS),https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/deploy-java-spring-apps-online,"['Paid', 'Video', 'Beginner', 'Java Spring Framework']",1
106,AWS,DevOps on AWS : Learn to set up your infrastructure on cloud,https://www.eduonix.com/devops-on-aws-learn-to-set-up-your-infrastructure-on-cloud,"['Paid', 'Video', 'Beginner']",1
107,AWS,Application Security on AWS with Amazon Cognito,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/amazon-cognito/,"['Paid', 'Video', 'Amazon Cognito']",1
108,AWS,Amazon Web Services - Webinar Channel,https://www.youtube.com/playlist?list=PL5bUlblGfe0KiPjAlNclU1pjtpJp7X_2H,"['Free', 'Video', 'Beginner']",1
109,AWS,"AWS With Python and Flask - Beanstalk, DynamoDB, Boto3, SNS",https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/deploy-python-flask-apps-to-amazon-aws-with-dynamodb-and-sns/,"['Paid', 'Video', 'Beginner', 'Python']",0
110,AWS,Amazon Web Services Training Library,https://cloudacademy.com/library/amazon-web-services,"['Paid', 'Video', 'Advanced']",0
111,ASP.NET,ASP.NET MVC 5 Fundamentals,https://pluralsight.com/training/Player?author=scott-allen&name=aspdotnet-mvc5-fundamentals-m1-introduction&mode=live&clip=0&course=aspdotnet-mvc5-fundamentals,"['Free', 'Video']",3
112,ASP.NET,Create Your First ASP.NET MVC Website,http://treehouse.7eer.net/c/383034/228915/3944?u=https://teamtreehouse.com/microsoft?cid=7352,['Paid'],3
113,ASP.NET,C# Station ADO.NET Tutorial,http://www.csharp-station.com/Tutorial/AdoDotNet,['Free'],3
114,ASP.NET,ASP.NET tutorial for beginners,https://www.youtube.com/playlist?list=PL6n9fhu94yhXQS_p1i-HLIftB9Y7Vnxlo,"['Free', 'Video']",2
115,ASP.NET,ASP.NET Core Tutorial,https://www.tektutorialshub.com/asp-net-core-tutorial,"['Free', 'Beginner']",1
116,Assembly Language,Assembly Language Adventures: Complete Course,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/x86-asm-foundations/,"['Paid', 'Video', 'Beginner']",7
117,Assembly Language,x86-64 Assembly Language Programming with Ubuntu,http://www.egr.unlv.edu/~ed/assembly64.pdf,"['Free', 'Book', 'Beginner']",7
118,Assembly Language,Easy 6502,http://skilldrick.github.io/easy6502/index.html,['Free'],4
119,Assembly Language,Programming and Computer Science using Assembly Language,http://savannah.nongnu.org/projects/pgubook/,"['Free', 'Book']",4
120,Assembly Language,Assembly Language Adventures,https://www.xorpd.net/pages/x86_adventures.html,['Paid'],2
121,AWS,AWS Essentials,https://www.schoolofdevops.net/p/aws-essentials,"['Paid', 'Video', 'Beginner']",0
122,AWS,Amazon EC2 - AWS Documentation,https://docs.aws.amazon.com/AWSEC2/latest/UserGuide/concepts.html,"['Free', 'EC2']",20
123,AWS,AWS Certified Solutions Architect - Associate 2018,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/aws-certified-solutions-architect-associate/,"['Paid', 'Video', 'AWS Certification']",11
124,AWS,AWS Certified Developer - Associate 2017,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/aws-certified-developer-associate/,"['Paid', 'Video', 'AWS Certification']",4
125,AWK,Awk - A Tutorial and Introduction,http://www.grymoire.com/Unix/Awk.html,['Free'],7
126,AWK,Why you should learn just a little Awk,http://gregable.com/2010/09/why-you-should-know-just-little-awk.html,['Free'],3
127,AWK,The GNU Awk User’s Guide,https://www.gnu.org/software/gawk/manual/gawk.html,"['Free', 'Book', 'Beginner']",1
128,Assembly Language,Assembly Language for Beginners,https://yurichev.com/writings/AL4B-EN.pdf,"['Free', 'Book', 'Beginner']",1
129,Assembly Language,Linux Assembler for C programmers,https://www.intuit.ru/studies/courses/3537/779/info,"['Free', 'Video', 'Beginner', 'Linux System Administration']",0
130,AWK,Awk Tutorials,https://www.tecmint.com/category/awk-command/,"['Free', 'Beginner']",0
131,AWK,An Awk Primer,https://en.wikibooks.org/wiki/An_Awk_Primer,['Free'],0
132,AWK,Steve's Awk Academy ,http://www.troubleshooters.com/codecorn/awk/index.htm,['Free'],0
133,Assembly Language,The Art of Assembly Language Programming,http://www.plantation-productions.com/Webster/www.artofasm.com/index.html,['Free'],24
134,Assembly Language,Reverse Engineering for Beginners,http://beginners.re/#lite,['Free'],13
135,AWS,AWS CloudFormation Master Class,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/aws-cloudformation-master-class/,"['Paid', 'Video', 'Beginner', 'AWS CloudFormation']",0
136,Blockchain Programming,Blockchain Real World Projects ,https://www.packtpub.com/big-data-and-business-intelligence/blockchain-real-world-projects-video,"['Paid', 'Video', 'Beginner']",0
137,Blockchain Programming,IBM Blockchain Foundation for Developers,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=40328&murl=https://www.coursera.org/learn/ibm-blockchain-essentials-for-developers,"['Paid', 'Video', 'Beginner']",8
138,Blockchain Programming,Blockchain A-Z: Learn How To Build Your First Blockchain,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/build-your-blockchain-az,"['Paid', 'Video', 'Beginner']",4
139,Blockchain Programming,The Blockchain Explained to Web Developers Part 1: The Theory,https://marmelab.com/blog/2016/04/28/blockchain-for-web-developers-the-theory.html,"['Free', 'Beginner']",2
140,Blockchain Programming,Creating a Cryptocurrency in the Crystal Programming Language,https://www.toptal.com/blockchain/crystal-programming-language-tutorial,"['Free', 'Beginner']",1
141,Bitcoin,Cryptocurrency For Dummies Course: Ethereum vs Bitcoin and Much More,https://www.bitdegree.org/course/introduction-to-cryptocurrencies,"['Paid', 'Video', 'Beginner']",1
142,Bitcoin,BTC101: Intro to Bitcoin,https://courses.blockgeeks.com/course/btc101-intro-bitcoin,"['Paid', 'Video', 'Beginner']",1
143,Bitcoin,Introduction to Digital Currencies,https://digitalcurrency.unic.ac.cy/free-introductory-mooc/,"['Free', 'Video', 'Beginner']",1
144,Bitcoin,Bitcoin and Cryptocurrency Technologies Online Course,https://www.youtube.com/channel/UCNcSSleedtfyDuhBvOQzFzQ/videos,"['Free', 'Video', 'Beginner']",1
145,Bitcoin,Bitcoin Resources,http://lopp.net/bitcoin.html,"['Free', 'Beginner']",0
146,Bitcoin,Bitcoin Overview,https://www.khanacademy.org/economics-finance-domain/core-finance/money-and-banking/bitcoin/v/bitcoin-what-is-it,"['Free', 'Video', 'Beginner']",0
147,Bitcoin,Технологии криптовалют,https://www.intuit.ru/studies/courses/3643/885/info,"['Free', 'Video', 'Beginner']",0
148,Bitcoin,Blockchain and Bitcoin Fundamentals,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/blockchain-and-bitcoin-fundamentals/,"['Paid', 'Video', 'Beginner']",11
149,Bitcoin,Bitcoin and Cryptocurrency Technologies,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=40328&murl=https://www.coursera.org/learn/cryptocurrency,"['Free', 'Video', 'Beginner']",5
150,Bitcoin,Mastering Bitcoin: Programming the Open Blockchain,https://www.amazon.com/Mastering-Bitcoin-Programming-Open-Blockchain/dp/1491954388?tag=hackr-20,"['Paid', 'Book', 'Advanced']",3
151,Backbone.js,Learn Backbone.js from Scratch,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/backbonejs-tutorial/,"['Paid', 'Video', 'Beginner']",2
152,Backbone.js, Introduction to Backbone.js ,https://www.youtube.com/playlist?list=PLCE344BDBD8FAC282,"['Free', 'Video']",1
153,Backbone.js,Backbone Tutorial by Creativity Tuts,https://www.youtube.com/watch?v=zGu7tkqPRpA,"['Free', 'Video']",1
154,Backbone.js,Understanding Backbone.js – Simple Example,https://bardevblog.wordpress.com/2012/01/16/understanding-backbone-js-simple-example/,['Free'],1
155,Backbone.js,Simple ToDo Application in Backbone.js,http://backbonejs.org/docs/todos.html,['Free'],1
156,Blockchain Programming,Blockchain Fundamentals,https://www.pluralsight.com/courses/blockchain-fundamentals,"['Paid', 'Video', 'Beginner']",1
157,Blockchain Programming,Blockchain By Example,https://www.packtpub.com/big-data-and-business-intelligence/blockchain-example,"['Paid', 'Book', 'Advanced']",0
158,Blockchain Programming,Работа с Ethereum,https://www.intuit.ru/studies/courses/3630/872/info,"['Free', 'Video', 'Beginner']",0
159,Blockchain Programming,Введение в криптовалюты и блокчейн,https://www.intuit.ru/studies/courses/3443/685/info,"['Free', 'Video', 'Beginner']",0
160,Blockchain Programming,Основы блокчейн и криптовалюты,https://www.intuit.ru/studies/courses/3660/902/info,"['Free', 'Video', 'Beginner']",0
161,Backbone.js,Introduction to Backbone.js,http://www.joezimjs.com/javascript/introduction-to-backbone-js-part-1-models-video-tutorial/,"['Free', 'Video']",12
162,Backbone.js,BackboneJS Tutorial,http://www.tutorialspoint.com/backbonejs/index.htm,['Free'],2
163,Backbone.js,Developing Backbone.js Applications by By Addy Osmani,http://addyosmani.github.io/backbone-fundamentals/,['Free'],2
164,Backbone.js,Getting Started With BackboneJS Tutorial Online,https://www.eduonix.com/courses/Web-Development/Getting-Started-With-BackboneJS-Tutorial-Online,"['Free', 'Video', 'Beginner']",0
165,Backbone.js, Backbone.js - A Getting Started Guide,https://www.youtube.com/watch?v=ig-zWy0moAw,"['Free', 'Video']",0
166,Blockchain Programming,Blockchain across Oracle,https://www.packtpub.com/business/blockchain-across-oracle,"['Paid', 'Book', 'Advanced', 'Oracle']",0
167,Bootstrap,Bootstrap Tutorial,http://www.tutorialrepublic.com/twitter-bootstrap-tutorial/,['Free'],33
168,Bootstrap,Bootstrap 4 Tutorial,https://www.quackit.com/bootstrap/bootstrap_4/tutorial/,"['Free', 'Beginner', 'Bootstrap 4']",2
169,Bootstrap,Bootstrap 4 - Responsive Web Design Tutorials,https://www.youtube.com/playlist?list=PLUoqTnNH-2XyNhhLuYrrmrmV46jVw6RHF,"['Free', 'Video', 'Beginner', 'Bootstrap 4']",2
170,Bootstrap,Learn Bootstrap 4 in 30 minutes by building a landing page website,https://medium.freecodecamp.org/learn-bootstrap-4-in-30-minute-by-building-a-landing-page-website-guide-for-beginners-f64e03833f33,"['Free', 'Bootstrap 4']",1
171,Bootstrap,Introduction to Bootstrap - A Tutorial,http://www.awin1.com/cread.php?awinmid=6798&awinaffid=428263&p=https://www.edx.org/course/introduction-to-bootstrap-a-tutorial-1,"['Free', 'Video', 'Beginner']",1
