s.no,topic,title,url,labels,upvotes
319,Design Patterns,Design Patterns Tutorial,https://sourcemaking.com/design_patterns,['Free'],4
320,Design Patterns,Design Patterns Stories,http://www.design-patterns-stories.com,"['Free', 'Beginner']",2
321,Design Patterns,Design Patterns Video Tutorial,https://www.youtube.com/playlist?list=PLF206E906175C7E07,"['Free', 'Video', 'Beginner']",1
322,Design Patterns,Design Patterns in C# and .NET,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/design-patterns-csharp-dotnet/,"['Paid', 'Video', 'C#']",1
323,Design Patterns,Design Patterns,https://refactoring.guru/design-patterns,"['Free', 'Beginner']",0
324,Design Patterns,Screens Essentials for UI Designers ,https://learnux.io/course/screens-essentials,"['Free', 'Video', 'Beginner']",0
325,Data Science,Data Science Specialization,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=40328&murl=https://www.coursera.org/specializations/jhu-data-science,"['Paid', 'Beginner']",8
326,Data Science,Data Analyst Nanodegree,https://www.udacity.com/course/data-analyst-nanodegree--nd002,['Paid'],4
327,Data Science,Exploring the Data Jungle,https://www.manning.com/books/exploring-the-data-jungle?a_aid=hackrio,"['Free', 'Book', 'Beginner']",3
328,Data Science,Intro to Data Science,https://www.udacity.com/course/intro-to-data-science--ud359,"['Free', 'Video', 'Beginner']",3
329,Data Science,Python Data Science Handbook,https://jakevdp.github.io/PythonDataScienceHandbook/,"['Free', 'Book']",3
330,Data Science,Learning Python for Data Analysis and Visualization,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/learning-python-for-data-analysis-and-visualization/,"['Paid', 'Video', 'Python']",3
331,Data Science,Exploring Data with Python,https://www.manning.com/books/exploring-data-with-python?a_aid=hackrio,"['Free', 'Book', 'Beginner', 'Python']",2
332,Data Science,Statistics with R Specialization,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=40328&murl=https://www.coursera.org/specializations/statistics,"['Paid', 'Video', 'Advanced', 'R']",1
333,Data Structures and Algorithms,Your Basic Algorithms,http://yourbasic.org/algorithms/,"['Free', 'Beginner']",0
334,Data Structures and Algorithms,Fundamentals of Algorithms,http://www.geeksforgeeks.org/fundamentals-of-algorithms/,['Free'],119
335,Data Structures and Algorithms,Algorithms by Princeton University,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=40328&murl=https://www.coursera.org/learn/algorithms-part1,"['Free', 'Video', 'Beginner']",41
336,Data Structures and Algorithms,Data Structures - Geeks for Geeks,http://www.geeksforgeeks.org/data-structures/,['Free'],27
337,Data Science,Introduction to Statistics with NumPy,https://www.codecademy.com/learn/intro-statistics-numpy,"['Paid', 'Advanced', 'NumPy']",0
338,Data Science,CS109 Data Science,http://cs109.github.io/2015/,"['Free', 'Video']",30
339,Data Science,Data Science A-Z,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/datascience/,"['Paid', 'Video']",9
340,Dart,Dart Advanced Course,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/dart-advanced-course,"['Paid', 'Video', 'Advanced']",0
341,Dart,Learning Dart,https://www.lynda.com/Dart-tutorials/Learning-Dart/521196-2.html,"['Paid', 'Video']",0
342,Dart,Dart Tutorial (by  Derek Banas),https://www.youtube.com/watch?v=OLjyCy-7U2U,"['Free', 'Video']",0
343,Data Structures and Algorithms,Introduction to Algorithms and Data structures in C++,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/introduction-to-algorithms-and-data-structures-in-c/,"['Paid', 'C++']",8
344,Data Structures and Algorithms,Algorithms in Motion,https://www.manning.com/livevideo/algorithms-in-motion?a_aid=hackrio,"['Paid', 'Video', 'Beginner']",6
345,Design Patterns,Design Patters in Object Oriented Programming,https://www.youtube.com/playlist?list=PLrhzvIcii6GNjpARdnO4ueTUAVR9eMBpc,"['Free', 'Video', 'Beginner']",11
346,Design Patterns,Learning JavaScript Design Patterns,https://addyosmani.com/resources/essentialjsdesignpatterns/book/,"['Free', 'Book', 'Advanced', 'JavaScript']",7
347,Docker,Docker Mastery: The Complete Toolset From a Docker Captain,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/docker-mastery/,"['Paid', 'Video']",17
348,Docker,Docker for DevOps and Developers,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/docker-tutorial-for-devops-run-docker-containers/,"['Paid', 'Video', 'Beginner']",8
349,Docker, Docker for Beginners ,http://prakhar.me/docker-curriculum/,['Free'],8
350,Docker,Docker in Motion,https://www.manning.com/livevideo/docker-in-motion?a_aid=hackrio,"['Paid', 'Video', 'Beginner']",5
351,Docker,Introduction to Docker,http://blog.brew.com.hk/introduction-to-docker/,"['Free', 'Beginner']",5
352,Docker,Docker in Development,https://shippingdocker.com/docker-in-development/,['Free'],4
353,Django,A Beginner's Guide to Django,https://simpleisbetterthancomplex.com/series/beginners-guide/1.11/,"['Free', 'Beginner']",11
354,Django,The Django Book,http://djangobook.com/the-django-book/,"['Free', 'Django 1.8']",11
355,Django,Introduction - Django Web Development with Python,https://www.youtube.com/watch?list=PLQVvvaa0QuDeA05ZouE4OzDYLHY-XH-Nd&v=FNQxxpM1yOs,"['Free', 'Video']",9
356,Django,Django Tutorials,https://www.youtube.com/playlist?list=PL-osiE80TeTtoQCKZ03TU5fNfx2UY6U4p,"['Free', 'Video', 'Beginner', 'Django 2.1']",3
357,Django,Try Django 1.9 -- Build a Django Blog,https://www.youtube.com/watch?v=yfgsklK_yFo&list=PLEsfXFp6DpzQFqfCur9CJ4QnKQTVXUsRy,"['Free', 'Video']",3
358,Drupal,Become a Drupal Developer,https://drupalize.me/guide/become-drupal-developer,"['Paid', 'Video', 'Advanced']",2
359,Drupal,Drupal 8 Basics,https://www.youtube.com/playlist?list=PLLnpHn493BHE9mfp6z5--UowO-6SOzcuI,"['Free', 'Video', 'Beginner', 'Drupal 8']",1
360,Drupal,Drupal 7 Tutorials,https://www.youtube.com/playlist?list=PL15BE2E8313A4E809,"['Free', 'Video', 'Drupal 7']",1
361,Drupal,Learning Drupal 8,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/learning-drupal-8/,"['Paid', 'Video', 'Beginner', 'Drupal 8']",0
362,Drupal,Drupal Tutorial,https://www.tutorialspoint.com/drupal/,"['Free', 'Beginner']",0
363,Django,Django For Beginners,https://djangoforbeginners.com,"['Paid', 'Book']",0
364,Django,Tango With Django,http://www.tangowithdjango.com/,"['Paid', 'Book']",46
365,Django,Django Girls Tutorial,http://tutorial.djangogirls.org/en/index.html,['Free'],41
366,Django,Writing your first Django app,https://docs.djangoproject.com/en/1.10/intro/overview/,['Free'],18
367,Django,Intro to Django,https://overiq.com/django/1.10/intro-to-django/,"['Free', 'Beginner', 'Django 1.10']",16
368,Docker,Docker for Beginners 2018 - Learn in 10 Days,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/docker-10days/,"['Paid', 'Video', 'Beginner']",3
369,Docker,Docker & Containers Exercises,https://www.katacoda.com/courses/docker/,['Free'],3
370,Design Patterns,Design Patterns Tutorials,http://www.geeksforgeeks.org/software-design-patterns/,['Free'],0
371,Design Patterns,Experience Design Patterns In Java,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/experience-design-patterns/,"['Paid', 'Video', 'Java']",0
372,Docker,Getting Started with Docker,https://serversforhackers.com/getting-started-with-docker/,['Free'],36
373,Docker,Learn Docker in 12 Minutes,https://www.youtube.com/watch?v=YFl2mCHdv24,"['Free', 'Video']",19
374,Django,Django Tutorials for Beginners,https://www.youtube.com/playlist?list=PL6gx4Cwl9DGBlmzzFcLgDhKTTfNLfX1IK,"['Free', 'Video']",3
375,Docker,The Docker Book,https://dockerbook.com,"['Paid', 'Book']",0
376,Electron,Build an Electron App in Under 60 Minutes,https://www.youtube.com/watch?v=kN1Czs0m1SU,"['Free', 'Video', 'Beginner']",1
377,Electron,Electron Tutorial App,https://github.com/crilleengvall/electron-tutorial-app,"['Free', 'Beginner']",1
378,Electron,Electron js Tutorials,https://www.youtube.com/playlist?list=PLC3y8-rFHvwiCJD3WrAFUrIMkGVDE0uqW,"['Free', 'Video']",0
379,Electron,Projects in Electron: Learn to Build Real World Desktop Apps,https://www.eduonix.com/projects-in-electron-learn-to-real-world-build-desktop-apps,"['Paid', 'Exercises/Practice-programs', 'Video', 'Beginner']",0
380,Electron,Building a desktop application with Electron,https://medium.com/developers-writing/building-a-desktop-application-with-electron-204203eeb658,"['Free', 'Exercises/Practice-programs', 'Beginner']",0
381,ECMAScript,JavaScript. The Core: 2nd Edition,http://dmitrysoshnikov.com/ecmascript/javascript-the-core-2nd-edition/,"['Free', 'Advanced', 'ES6']",1
382,ECMAScript,The Full JavaScript & ES6 Tutorial,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/es6-in-depth/,"['Paid', 'Video', 'Beginner']",1
383,ECMAScript,Learn ES6,https://www.youtube.com/playlist?list=PLWKjhJtqVAbljtmmeS0c-CEl2LdE-eR_F,"['Free', 'Video']",1
384,ECMAScript,Learn ES2015,https://babeljs.io/learn-es2015/,"['Free', 'Video']",1
385,ECMAScript,OOP Book List Project with ES6 Vanilla JavaScript,https://youtu.be/wstJSgYt3ro,"['Free', 'Exercises/Practice-programs', 'Beginner', 'ES6']",0
386,Electron,Electron for Desktop Apps: The Complete Developer's Guide,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/electron-react-tutorial/,"['Paid', 'Video', 'Beginner']",3
387,Electron,Electron: Cross-platform Desktop Apps Made Easy,https://www.toptal.com/javascript/electron-cross-platform-desktop-apps-easy,"['Free', 'Beginner']",4
388,Electron,Electron Quick Start Tutorial (official docs),https://electron.atom.io/docs/tutorial/quick-start/,['Free'],2
389,Electron,Projects in Electron: Learn Electron Framework Building Apps,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/projects-in-electron-learn-electron-framework-building-apps/,"['Paid', 'Video', 'Beginner']",1
390,ECMAScript,Understanding ECMAScript 6,https://leanpub.com/understandinges6/read,"['Free', 'Book']",7
391,ECMAScript,ES6 for Everyone,https://es6.io,"['Paid', 'Video', 'ES6']",5
392,ECMAScript,Let's Learn ES6,https://www.youtube.com/playlist?list=PL57atfCFqj2h5fpdZD-doGEIs0NZxeJTX,"['Free', 'Video']",4
393,ECMAScript,Get Programming with JavaScript Next,https://www.manning.com/books/get-programming-with-javascript-next?a_aid=hackrio,"['Paid', 'Video', 'Advanced', 'ES7']",2
394,ECMAScript,Introduction to ES6+,https://scrimba.com/g/gintrotoes6,"['Free', 'Video', 'Beginner', 'ES6']",1
395,Elastic Stack,Elasticsearch 6 and Elastic Stack - In Depth and Hands On,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/elasticsearch-and-elastic-stack-in-depth-and-hands-on/,"['Paid', 'Video', 'Beginner', 'Elasticsearch 6', 'Kibana', 'Logstash', 'Beats']",2
396,Elastic Stack,Mastering Elastic Stack,https://www.packtpub.com/big-data-and-business-intelligence/mastering-elastic-stack,"['Paid', 'Book', 'Beginner']",1
397,Elastic Stack,Learning Elastic Stack 6.0,https://www.amazon.com/Learning-Elastic-Stack-visualization-Elasticsearch/dp/1787281868?tag=hackr-20,"['Paid', 'Book', 'Beginner', 'Elasticsearch 6']",0
398,Elixir,Phoenix Inside Out,https://shankardevy.com/phoenix-book/,"['Paid', 'Book', 'Beginner', 'Phoenix']",0
399,Elixir,Elixir School,https://elixirschool.com/en/,['Free'],12
400,Elixir,From Zero to Hero in Elixir,https://www.youtube.com/playlist?list=PLaY7qWIrmqtFoZLvOvYRZG5hl367UybRp,"['Free', 'Video', 'Beginner']",5
401,Elixir,Joy of Elixir,https://joyofelixir.com/toc.html,"['Free', 'Beginner']",2
402,Elixir,Elixir Web Development 101,https://blog.openbloc.fr/elixir-web-development-101-first-steps/,"['Free', 'Phoenix']",2
403,Elastic Stack,Elasticsearch: Getting Started,https://www.elastic.co/webinars/getting-started-elasticsearch?baymax=default&storm=cta1&elektra=home,"['Free', 'Video']",7
404,Elastic Stack,Elasticsearch: The Definitive Guide,https://www.elastic.co/guide/en/elasticsearch/guide/current/index.html,"['Free', 'Book']",4
405,ECMAScript,JavaScript ES6 Tutorials,https://www.youtube.com/watch?v=0Mp2kwE8xY0&list=PL4cUxeGkcC9gKfw25slm4CUDUcM_sXdml,"['Free', 'Video', 'Beginner', 'ES6']",0
406,Electron,Electron Fundamentals,https://www.pluralsight.com/courses/electron-fundamentals,"['Paid', 'Video', 'Beginner']",0
407,Elm,An Introduction to Elm,https://guide.elm-lang.org/,['Free'],3
408,Elm,Single-Page Web Apps in Elm,https://www.linkedin.com/pulse/single-page-web-apps-elm-part-one-getting-started-new-kevin-greene,['Free'],2
409,Elm,Beginner's Guide to Elm Programming,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/beginners-guide-to-elm-programming-build-web-apps/,"['Free', 'Paid', 'Video']",2
410,Elm,Introduction to Elm Programming Language,http://elmprogramming.com/,"['Free', 'Book', 'Beginner']",1
411,Elm,Elm Exercises,http://exercism.io/languages/elm/exercises,['Free'],1
412,Emacs,An Introduction to Programming in Emacs Lisp,https://www.gnu.org/software/emacs/manual/html_node/eintr,"['Free', 'Book', 'Beginner']",0
413,Emacs,Emacs Tutorial,https://www.youtube.com/watch?v=Iagbv974GlQ,"['Free', 'Video', 'Beginner']",0
414,Emacs,Emacs Tutorial Series,https://mickael.kerjean.me/2017/03/18/emacs-tutorial-series-episode-0/,"['Free', 'Beginner']",0
415,Emacs,The Complete Emacs Course,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/emacs-course/,"['Paid', 'Video', 'Beginner']",0
416,Emacs,A Guided Tour of Emacs,http://www.gnu.org/software/emacs/tour/,['Free'],0
417,Elixir,Elixir and Phoenix Screencasts,https://elixircasts.io,"['Free', 'Video', 'Beginner', 'Phoenix']",2
418,Elixir,Learn Elixir and Phoenix by building things,https://alchemist.camp,"['Free', 'Video', 'Beginner']",1
419,Elixir,Elixir Tutorial,https://www.youtube.com/playlist?list=PLJbE2Yu2zumAgKjSPyFtvYjP5LqgzafQq,"['Free', 'Video', 'Beginner']",1
420,Elixir,Introduction to Elixir (official docs),https://elixir-lang.org/getting-started/introduction.html,"['Free', 'Beginner']",1
421,Elixir,Elixir Tutorial,https://www.youtube.com/watch?v=pBNOavRoNL0,"['Free', 'Video', 'Beginner']",1
422,Emacs,Absolute Beginner's Guide to Emacs,http://www.jesshamrick.com/2012/09/10/absolute-beginners-guide-to-emacs/,['Free'],3
423,Emacs,Practical Emacs Tutorial,http://ergoemacs.org/emacs/emacs.html,"['Free', 'Beginner']",1
424,Emacs,Using Emacs (Series),https://cestlaz.github.io/stories/emacs,"['Free', 'Video', 'Beginner']",0
425,Elm,The Hitchhiker's Guide to Elm,http://azer.bike/journal/elm,"['Free', 'Book', 'Beginner']",0
426,Elm,Programming Elm,https://pragprog.com/book/jfelm/programming-elm,"['Paid', 'Book', 'Beginner']",0
427,Elm,Start Using Elm to Build Web Applications,https://egghead.io/courses/start-using-elm-to-build-web-applications,"['Free', 'Beginner']",0
428,Elm,Beginning Elm,http://www.elmprogramming.com,"['Free', 'Book', 'Beginner']",0
429,Elm,Elm For Beginners,http://courses.knowthen.com/p/elm-for-beginners,"['Paid', 'Video']",3
430,Emacs,Emacs Rocks!,http://emacsrocks.com,"['Free', 'Video']",7
431,Emacs,Beginner’s Guide to Emacs,http://www.masteringemacs.org/article/beginners-guide-to-emacs,['Free'],3
432,Elixir,Try Elixir,https://www.pluralsight.com/courses/code-school-try-elixir,"['Paid', 'Video']",1
433,Ember.js,Vic Ramon's Ember Tutorial,http://ember.vicramon.com/,['Free'],4
434,Firebase,Basics of Firebase,https://www.firebase.com/tutorial/,['Free'],25
435,Firebase,Firebase in a Weekend,https://udacity.com/course/firebase-in-a-weekend-by-google-android--ud0352,"['Free', 'Video', 'Beginner']",5
436,Firebase,Introducing Firebase,https://www.youtube.com/playlist?list=PLl-K7zZEsYLmOF_07IayrTntevxtbUxDL,"['Free', 'Video']",2
437,Firebase,Firebase Necessities,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/become-a-beast-android-developer-firebase-necessities/,"['Paid', 'Video']",2
438,Firebase,Firebase Authentication Master Course - Multiple Stacks,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/firebase-authentication,"['Paid', 'Video']",1
439,Firebase,Firebase Firestore Tutorial,https://www.youtube.com/playlist?list=PL4cUxeGkcC9itfjle0ji1xOZ2cjRGY_WB,"['Free', 'Video', 'Beginner']",0
440,F#,F# for Fun and Profit,https://legacy.gitbook.com/book/swlaschin/fsharpforfunandprofit/details,"['Free', 'Book', 'Beginner']",0
441,F#,Functional Programming with F#,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/fsharp-programming/,"['Paid', 'Video']",2
442,F#,"F# for C#, Java or Python Developers",http://fsharpforfunandprofit.com/,['Free'],1
443,F#,Thinking Functionally - Fundamentals of Functional Programming,https://fsharpforfunandprofit.com/series/thinking-functionally.html,['Free'],1
444,F#,Try F#,http://www.tryfsharp.org/Learn,"['Free', 'Beginner']",0
445,Express,Express Complete tutorial,http://codeforgeek.com/2014/10/express-complete-tutorial-part-1/,['Free'],12
446,Express,Express/Node Introduction,https://developer.mozilla.org/en-US/docs/Learn/Server-side/Express_Nodejs/Introduction,"['Free', 'Beginner']",2
447,Express,Building Apps with Node.js Jump Start,http://www.microsoftvirtualacademy.com/training-courses/building-apps-with-node-js-jump-start,"['Free', 'Video']",2
448,Express,Learn Express,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/learn-express/,"['Paid', 'Video']",1
449,Ember.js,Getting Started with Ember.JS,https://www.eduonix.com/courses/Web-Development/Getting-Started-with-Ember.JS-Tutorials-from-Ground-Up,"['Free', 'Video', 'Beginner']",2
450,Ember.js,Discover Ember 2,https://www.ludu.co/course/ember,['Paid'],1
451,Ember.js,Getting Started (official docs),https://guides.emberjs.com/,['Free'],0
452,Ember.js,Blog Tutorial with Ember.js,http://www.programwitherik.com/blog-tutorial-with-ember-js/,['Free'],0
453,Erlang,Learn Erlang,http://www.howistart.org/posts/erlang/1,['Free'],2
454,Erlang,Études for Erlang,http://shop.oreilly.com/product/0636920030034.do,"['Paid', 'Book']",2
455,Erlang,An Erlang Course (official doc),http://www.erlang.org/course,['Free'],1
456,Erlang,Erlang Tutorial,https://www.youtube.com/playlist?list=PLwwk4BHih4fhfYg6sT7EyRSe-IL5tP6om,"['Free', 'Video', 'Beginner']",0
457,Erlang,Programming Erlang: Software for a Concurrent World,https://www.amazon.com/gp/product/B00I9GR4TW/ref=dbs_a_def_rwt_hsch_vapi_taft_p1_i0?tag=hackr-20,"['Paid', 'Book']",0
458,Erlang,Learn You Some Erlang,http://learnyousomeerlang.com/contents,['Free'],6
459,Fat-Free Framework,Fat-Free Framework Tutorial,https://www.youtube.com/playlist?list=PLX0Ak4vUBQfClFDicUaSfm-urMi_kt3cg,"['Free', 'Video', 'Beginner']",0
460,Express,Express Tutorial by Derek Banas,https://www.youtube.com/watch?v=xDCKcNBFsuI,"['Free', 'Video']",1
461,Fat-Free Framework,Fat-Free Framework Tutorials,https://avenir.ro/fat-free-framework-tutorials,"['Free', 'Beginner']",1
462,Flutter,Flutter Tutorials,https://flutter.io/tutorials,"['Free', 'Beginner']",3
463,Flutter,Getting Started with Flutter,https://www.raywenderlich.com/188257/getting-started-with-flutter,"['Free', 'Beginner']",1
464,Flutter,Flutter Zero to Professional: cross platform App iOS/Android,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/flutter-zero-to-professional-cross-platform-app-iosandroid/,"['Paid', 'Video', 'Beginner']",0
465,Flutter,Flutter Tutorials,http://www.iflutter.in,"['Free', 'Beginner']",0
466,Flutter,Flutter - Beginners Course,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/flutters-beginners-course,"['Paid', 'Video', 'Beginner']",1
467,Flask,Practical Flask Web Development Tutorials,https://www.youtube.com/playlist?list=PLQVvvaa0QuDc_owjTbIY4rbgXOFkUYOUB,"['Free', 'Video', 'Beginner']",0
468,Flask,The Flask Mega Tutorial,https://blog.miguelgrinberg.com/post/the-flask-mega-tutorial-part-i-hello-world,['Free'],52
469,Flask,Introduction to Creating Websites Using Python and Flask,https://mva.microsoft.com/en-US/training-courses/beginning-web-sites-with-python-and-flask-8677,"['Free', 'Video']",13
470,Flutter,Flutter & Dart - The Complete Flutter App Development Course,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/flutter-dart-the-complete-flutter-app-development-course,"['Paid', 'Video', 'Beginner']",1
471,Flutter,Build Native Mobile Apps with Flutter,https://www.udacity.com/course/build-native-mobile-apps-with-flutter--ud905,"['Free', 'Video', 'Beginner']",0
472,Flutter,The Complete Flutter and Firebase Developer Course,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/flutter-development,"['Paid', 'Video', 'Beginner', 'Firebase']",0
473,Flask,Flask Tutorial - Official,http://flask.pocoo.org/docs/1.0/tutorial/#tutorial,['Free'],4
474,Flask,Explore Flask,https://exploreflask.com,['Free'],4
475,Flask,How To Structure Large Flask Applications,https://www.digitalocean.com/community/tutorials/how-to-structure-large-flask-applications,"['Free', 'Advanced']",2
476,Flask,Discover Flask,https://www.youtube.com/watch?v=WfpFUmV1d0w&list=PLLjmbh6XPGK4ISY747FUHXEl9lBxre4mM,"['Free', 'Video']",2
477,Firebase,Firebase Basics,https://www.youtube.com/playlist?list=PL0vfts4VzfNj28Xp5kmNAdIqABNGhTzKF,"['Free', 'Video', 'Advanced']",0
478,Firebase,The Firebase Database For SQL Developers,https://www.youtube.com/playlist?list=PLl-K7zZEsYLlP-k-RKFa7RyNPa9_wCH2s,"['Free', 'Video', 'Beginner']",0
479,Firebase,Curso Firebase: Registro de Usuarios Con Email y Contraseña,https://www.youtube.com/playlist?list=PLPl81lqbj-4JiR1Cio6xEygCZDmZmDUWI,"['Free', 'Video', 'Beginner']",0
480,Forth,Easy Forth,http://skilldrick.github.io/easyforth/,['Free'],1
481,Forth,Programming Forth,http://www.mpeforth.com/arena/ProgramForth.pdf,"['Free', 'Book']",0
482,Forth,Forth Tutorial,http://www.softsynth.com/pforth/pf_tut.php,['Free'],0
483,Flask,Flask - Quick Guide,https://www.tutorialspoint.com/flask/flask_quick_guide.htm,['Free'],2
484,Flask,Flask Quickstart - Official,http://flask.pocoo.org/docs/0.10/quickstart/#quickstart,['Free'],2
485,Flask,Introduction to Practical Flask,https://pythonprogramming.net/practical-flask-introduction/,"['Free', 'Video']",10
486,Flask,Flask Tutorial,https://flask-tutorial.com,"['Free', 'Video', 'Beginner']",5
487,Go,The Little Go Book,http://openmymind.net/The-Little-Go-Book/,['Free'],15
488,Go,Gophercises: Coding Exercises for Budding Gophers,https://gophercises.com/,"['Free', 'Exercises/Practice-programs', 'Video', 'Advanced']",8
489,Go,Web Development w/ Google’s Go (golang) Programming Language,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/go-programming-language/,"['Paid', 'Video', 'Advanced']",8
490,Go,An Introduction to Programming in Go,http://www.golang-book.com/,['Free'],7
491,Go,Go Bootcamp [Book],http://www.golangbootcamp.com/book,"['Free', 'Book', 'Beginner']",6
492,Git,Mastering Git Basics by Tom Preston-Werner,http://vimeo.com/17118008,"['Free', 'Video']",7
493,Git,Learn Git (Interactive Tutorial),https://www.codecademy.com/learn/learn-git,"['Free', 'Exercises/Practice-programs']",4
494,Git,How to Use Git and GitHub,https://www.udacity.com/course/how-to-use-git-and-github--ud775,"['Free', 'Video']",4
495,Git,PDF on Git Internals ,https://github.com/pluralsight/git-internals-pdf,"['Free', 'Advanced']",4
496,Git, Think Like (a) Git,http://think-like-a-git.net/,"['Free', 'Advanced']",4
497,Go,Пишем веб-приложение на Go,https://www.youtube.com/playlist?list=PLGtcqyFrda9474GltUO-7S4KoJVcdLMp4,"['Free', 'Video', 'Beginner']",0
498,Go,Go by Example,https://gobyexample.com/,['Free'],79
499,Go,Build Web Application with Golang,http://astaxie.gitbooks.io/build-web-application-with-golang/content/en/index.html,['Free'],34
500,Go,A Tour of Go,https://tour.golang.org/,['Free'],25
501,Git,Git and Github,https://online.codingblocks.com/courses/git-github,"['Paid', 'Video', 'Beginner']",0
502,Git,Pro Git Book by Scott Chacon and Ben Straub,http://git-scm.com/book/en/v2,['Free'],41
503,Git,git - the simple guide,http://rogerdudler.github.io/git-guide/,['Free'],13
504,Git,Git Guru Guide by Atlassian,https://www.atlassian.com/git/tutorials/,['Free'],13
505,Git,Git Immersion,http://gitimmersion.com/,['Free'],11
506,Go,Go: The Complete Developer's Guide,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/go-the-complete-developers-guide/,"['Paid', 'Video', 'Beginner']",4
507,Go,Network Programming with Go: Essential Skills for Using and Securing Networks,https://www.amazon.com/Network-Programming-Go-Essential-Securing/dp/1484226917/?tag=hackr-20,"['Paid', 'Book', 'Advanced']",3
508,Fortran,Introduction to Programming using Fortran,http://www.egr.unlv.edu/~ed/fortran.html,"['Free', 'Book', 'Beginner']",3
509,Fortran,Modern Fortran,https://www.manning.com/books/modern-fortran?a_aid=hackrio,"['Paid', 'Book', 'Beginner']",0
510,Forth,A Beginner's Guide to Forth,http://galileo.phys.virginia.edu/classes/551.jvn.fall01/primer.htm,['Free'],0
511,Git,Learn Git Branching,https://learngitbranching.js.org/,"['Free', 'Exercises/Practice-programs', 'Advanced']",3
512,Fortran,Introduction to Modern Fortran,http://people.ds.cam.ac.uk/nmm1/Fortran/index.html,['Free'],0
513,Google Cloud Platform,Developing Applications with Google Cloud Platform Specialisation,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=40328&murl=https://www.coursera.org/specializations/developing-apps-gcp,"['Paid', 'Video']",0
514,Google Cloud Platform,Google Cloud Platform Training Library,https://cloudacademy.com/library/google,"['Paid', 'Video', 'Advanced']",0
515,Google Cloud Platform,GCP: Complete Google Data Engineer and Cloud Architect Guide,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/gcp-data-engineer-and-cloud-architect,"['Paid', 'Video']",0
516,Google Cloud Platform,Architecting with Google Cloud Platform Specialization,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=40328&murl=https://www.coursera.org/specializations/gcp-architecture,"['Paid', 'Video', 'Beginner']",0
517,Google Analytics,Анализ данных в Google Analytics,https://www.intuit.ru/studies/courses/3623/865/info,"['Free', 'Video', 'Beginner']",0
518,Google Analytics,Google Analytics Academy,https://analyticsacademy.withgoogle.com/explorer,"['Free', 'Video']",12
519,Google Analytics,Google Analytics: Take a Data Driven Approach to Growth,https://click.linksynergy.com/deeplink?id=jU79Zysihs4&mid=39197&murl=https://www.udemy.com/google-analytics-insights/,"['Paid', 'Video', 'Beginner']",2
